3,10,8,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,10,1,
2,6,8,1,
3,10,8,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,10,1,
2,6,8,1,
3,10,8,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,27,1,
-2,2,27,1,
-3,4,27,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,10,1,
2,6,8,1,
3,10,8,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,27,1,
-2,2,27,1,
-3,4,27,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,10,1,
2,6,8,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,27,1,
-2,2,27,1,
-3,4,27,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,10,1,
2,6,8,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,27,1,
-2,2,27,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,10,1,
2,6,8,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,4,1,
-1,0,27,1,
-2,2,27,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,10,1,
2,6,8,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,4,1,
-1,0,27,1,
-2,2,27,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,25,1,
1,8,10,1,
2,6,8,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,4,1,
-1,0,27,1,
-2,2,27,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,8,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,27,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,27,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,26,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,5,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,25,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,6,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,26,1,
-5,8,26,1,
-6,10,25,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,9,1,
4,4,7,1,
5,12,7,1,
6,2,6,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,26,1,
-5,8,25,1,
-6,10,25,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,9,1,
4,4,7,1,
5,12,8,1,
6,2,6,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,26,1,
-5,8,25,1,
-6,10,25,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,9,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,26,1,
-5,8,25,1,
-6,10,25,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,9,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,25,1,
-5,8,25,1,
-6,10,25,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,6,1,
8,0,4,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,25,1,
-5,8,25,1,
-6,10,25,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,6,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,26,1,
-4,6,25,1,
-5,8,25,1,
-6,10,25,1,
-7,12,25,1,
-8,14,25,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,6,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,25,1,
-6,10,25,1,
-7,12,25,1,
-8,14,24,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,6,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,25,1,
-6,10,25,1,
-7,12,25,1,
-8,14,24,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,6,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,25,1,
-6,10,25,1,
-7,12,24,1,
-8,14,24,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,25,1,
-6,10,25,1,
-7,12,24,1,
-8,14,24,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,6,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,25,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,25,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,8,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,10,1,
2,6,9,1,
3,10,10,1,
4,4,8,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,10,1,
2,6,10,1,
3,10,10,1,
4,4,8,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,26,1,
-3,4,25,1,
-4,6,25,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,8,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,25,1,
-3,4,25,1,
-4,6,25,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,25,1,
-3,4,25,1,
-4,6,25,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,27,1,
-2,2,25,1,
-3,4,25,1,
-4,6,25,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,25,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,5,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,24,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,24,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,24,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,7,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,24,1,
-5,8,24,1,
-6,10,24,1,
-7,12,24,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,24,1,
-5,8,24,1,
-6,10,24,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,10,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,24,1,
-5,8,24,1,
-6,10,24,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,24,1,
-5,8,24,1,
-6,10,24,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,9,1,
5,12,9,1,
6,2,7,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,24,1,
-5,8,24,1,
-6,10,23,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,9,1,
5,12,9,1,
6,2,8,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,25,1,
-4,6,24,1,
-5,8,24,1,
-6,10,23,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,9,1,
5,12,9,1,
6,2,8,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,24,1,
-5,8,24,1,
-6,10,23,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,9,1,
5,12,9,1,
6,2,8,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,24,1,
-5,8,23,1,
-6,10,23,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,9,1,
5,12,10,1,
6,2,8,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,24,1,
-5,8,23,1,
-6,10,23,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,8,1,
8,0,6,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,24,1,
-5,8,23,1,
-6,10,23,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,8,1,
8,0,7,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,24,1,
-5,8,23,1,
-6,10,23,1,
-7,12,23,1,
-8,14,23,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,8,1,
8,0,7,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,24,1,
-5,8,23,1,
-6,10,23,1,
-7,12,23,1,
-8,14,22,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,8,1,
8,0,7,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,23,1,
-5,8,23,1,
-6,10,23,1,
-7,12,23,1,
-8,14,22,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,8,1,
8,0,7,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,23,1,
-5,8,23,1,
-6,10,23,1,
-7,12,22,1,
-8,14,22,1,
1,8,11,1,
2,6,10,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,9,1,
8,0,7,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,23,1,
-5,8,23,1,
-6,10,23,1,
-7,12,22,1,
-8,14,22,1,
1,8,11,1,
2,6,11,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,9,1,
8,0,7,1,
-1,0,26,1,
-2,2,25,1,
-3,4,24,1,
-4,6,23,1,
-5,8,23,1,
-6,10,23,1,
-7,12,22,1,
-8,14,22,1,
1,8,11,1,
2,6,11,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,9,1,
8,0,7,1,
-1,0,26,1,
-2,2,24,1,
-3,4,24,1,
-4,6,23,1,
-5,8,23,1,
-6,10,23,1,
-7,12,22,1,
-8,14,22,1,
1,8,11,1,
2,6,11,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,8,1,
7,14,9,1,
8,0,7,1,
-1,0,26,1,
-2,2,24,1,
-3,4,24,1,
-4,6,23,1,
-5,8,23,1,
-6,10,22,1,
-7,12,22,1,
-8,14,22,1,
1,8,11,1,
2,6,11,1,
3,10,11,1,
4,4,10,1,
5,12,10,1,
6,2,9,1,
7,14,9,1,
8,0,7,1,
-1,0,26,1,
-2,2,24,1,
-3,4,24,1,
-4,6,23,1,
-5,8,23,1,
-6,10,22,1,
-7,12,22,1,
-8,14,22,1,
1,8,11,1,
